"","treated","age","education","black","married","nodegree","re74","re75","re78","hispanic","u74","u75","q1"
"16291",0,21,14,1,0,0,0,0,5775.06201171875,0,1,1,"strongly disagree"
"16292",1,21,11,0,0,1,6852.5986328125,6658.5625,9381.294921875,1,0,0,"strongly agree"
"16293",0,21,11,0,0,1,2992.53393554688,8920.470703125,20857.83984375,1,0,0,"strongly agree"
"16294",0,17,11,0,0,1,0,0,0,0,1,1,"strongly disagree"
"16295",1,18,10,0,0,1,12717.955078125,12625.5107421875,0,1,0,0,"strongly agree"
"16296",0,18,10,0,0,1,0,0,1859.1669921875,1,1,1,"strongly agree"
"16297",1,27,10.5812219425387,1,1,1,0,0,18739.9296875,0,1,1,"agree"
"16298",1,22,10,1,1,1,1468.34802246094,5588.6640625,13228.2802734375,0,0,0,"neutral"
"16299",0,30,13,1,0,0,6073.89453125,5569.76123046875,0,0,0,0,"strongly disagree"
"16300",0,23,11,0,0,1,21492.203125,19995.642578125,12896.216796875,0,0,0,"strongly disagree"
"16301",0,19,10,0,0,1,0,0,0,1,1,1,"neutral"
"16302",0,19,10,0,0,1,1261.63818359375,2275.36767578125,4335.1591796875,1,0,0,"neutral"
"16303",1,18,11,0,0,1,3678.23095703125,919.557922363281,4321.705078125,0,0,0,"neutral"
"16304",0,27,12,0,0,0,27913.662109375,24276.974609375,15762.876953125,1,0,0,"neutral"
"16305",0,17,10,0,0,1,2417.982421875,2465.61328125,4211.66162109375,0,0,0,"strongly agree"
"16306",1,26,12,1,0,0,0,0,10747.349609375,0,1,1,"strongly disagree"
"16307",0,26,12,1,0,0,0,0,0,0,1,1,"neutral"
"16308",1,22,11,0,0,1,0,0,1048.43200683594,0,1,1,"strongly agree"
"16309",0,19,11,0,0,1,823.25439453125,823.25439453125,2649.59887695312,0,0,0,"no opinion"
"16310",0,19,11,0,0,1,0,0,0,0,1,1,"disagree"
"16311",1,27,9,1,1,1,0,934.445373535156,1773.42297363281,0,1,0,"neutral"
"16312",1,30,12,1,0,0,0,0,24909.44921875,0,1,1,"no opinion"
"16313",0,20,11,0,0,1,1545.50732421875,1159.13049316406,0,0,0,0,"no opinion"
"16314",1,25,8,0,0,1,24415.234375,23096.65234375,6421.5302734375,0,0,0,"disagree"
"16315",0,19,9,0,0,1,2686.53002929688,2750.8408203125,15581.4365234375,1,0,0,"strongly disagree"
"16316",0,29,14,1,0,0,3357.18530273438,3357.18530273438,7226.04931640625,0,0,0,"strongly agree"
"16317",0,26,10,1,1,1,12143.2412109375,9107.4306640625,12659.576171875,0,0,0,"strongly disagree"
"16318",1,17,9,0,0,1,1618.14978027344,1618.14978027344,6011.02099609375,0,0,0,"strongly disagree"
"16319",1,25,11,1,1,1,0,0,0,0,1,1,"no opinion"
"16320",0,24,8,0,0,1,0,0,10569.26953125,0,1,1,"strongly disagree"
"16321",1,29,13,1,0,0,0,-3936.60072167671,7479.65576171875,0,1,1,"neutral"
"16322",1,25,12,1,0,0,6939.01220703125,5204.25927734375,0,0,0,0,"no opinion"
"16323",0,17,8,0,0,1,0,0,10210.990234375,0,1,1,"agree"
"16324",1,28,15,1,0,0,0,0,9598.541015625,0,1,1,"disagree"
"16325",1,19,9,0,0,1,0,0,13188.830078125,0,1,1,"strongly agree"
"16326",1,25,12,1,0,0,14426.7900390625,2409.27392578125,0,0,0,0,"no opinion"
"16327",0,25,10,1,1,1,0,0,0,0,1,1,"disagree"
"16328",0,18,8,0,0,1,1168.05639648438,1345.90942382812,1725.59240722656,0,0,0,"neutral"
"16329",0,29,12,1,0,0,0,0,1890.93701171875,0,1,1,"strongly agree"
"16330",0,22.6061112705395,14,1,0,0,7850.5849609375,6539.53759765625,3123.1162109375,0,0,0,"agree"
"16331",0,18,6,0,0,1,6385.3740234375,6142.6806640625,3825.3076171875,1,0,0,"agree"
"16332",0,42,10,1,0,1,0,0,6930.3359375,0,1,1,"no opinion"
"16333",1,23,7,0,0,0,0,0,0,0,1,1,"neutral"
"16334",1,18,8,0,1,1,0,0,2787.9599609375,1,1,1,"strongly disagree"
"16335",0,21,11,1,1,1,7652.11962890625,7652.11962890625,8396.654296875,0,0,0,"agree"
"16336",1,23,10,1,1,1,9462.2880859375,10495.083984375,3385.81079101562,0,0,0,"disagree"
"16337",0,24,12,1,0,0,0,0,0,0,1,1,"neutral"
"16338",0,27,13,1,0,0,9593.6181640625,8797.34765625,1653.48120117188,0,0,0,"neutral"
"16339",1,27,13,1,0,0,0,0,0,0,1,1,"no opinion"
"16340",1,27,13,1,0,0,0,0,14581.8603515625,0,1,1,"neutral"
"16341",0,27,13,1,0,0,0,0,7609.51806640625,0,1,1,"disagree"
"16342",1,27,13,1,0,0,0,0,34099.28125,0,1,1,"agree"
"16343",0,27,12,1,0,0,31166.80859375,32984.25,10833.341796875,0,0,0,"strongly disagree"
"16344",1,27,12,1,0,0,3508.85457785793,357.949890136719,22163.25,0,0,0,"no opinion"
"16345",0,27,12,1,0,0,3311.8017578125,2483.85131835938,3552.26806640625,0,0,0,"agree"
"16346",0,38,10,1,0,1,0,0,0,0,1,1,"strongly disagree"
"16347",1,22,16,1,0,0,1200.66903867918,0,2164.02197265625,0,1,1,"agree"
"16348",0,26,12,1,0,0,7322.03662109375,7322.03662109375,4677.04931640625,0,0,0,"no opinion"
"16349",1,22,12,1,0,0,5605.85205078125,936.177307128906,0,0,0,0,"strongly agree"
"16350",0,22,12,1,0,0,0,0,0,0,1,1,"neutral"
"16351",0,25,13,1,0,0,10240.357421875,10240.357421875,10020.71484375,0,0,0,"disagree"
"16352",0,25,13,1,0,0,3751.04760742188,3751.04760742188,1672.77600097656,0,0,0,"no opinion"
"16353",1,25,12,1,0,0,0,0,3191.7529296875,0,1,1,"strongly disagree"
"16354",1,25,12,1,0,0,0,0,0,0,1,1,"disagree"
"16355",0,25,12,1,0,0,0,0,3418.09692382812,0,1,1,"no opinion"
"16356",0,25,12,1,0,0,0,0,0,0,1,1,"disagree"
"16357",1,25,12,1,0,0,0,0,2348.97290039062,0,1,1,"neutral"
"16358",1,21,13,1,0,0,0,0,17094.640625,0,1,1,"strongly agree"
"16359",0,25,11,0,1,1,0,0,4485.6162109375,1,1,1,"disagree"
"16360",1,24,12,1,0,0,20580.48046875,18154.0546875,0,0,0,0,"strongly disagree"
"16361",1,24,12,1,0,0,13765.75,2842.76391601562,6167.68115234375,0,0,0,"neutral"
"16362",1,21,12.4846904507583,1,0,0,27052.154296875,24806.826171875,8803.666015625,0,0,0,"neutral"
"16363",0,20,13,1,0,0,9106.6767578125,8965.2431640625,9199.5625,0,0,0,"neutral"
"16364",1,20,12,1,0,0,989.267822265625,165.207702636719,0,0,0,0,"neutral"
"16365",1,23,12,1,0,0,6614.12158203125,7841.97216796875,7947.2568359375,0,0,0,"no opinion"
"16366",1,23,12,1,0,0,0,0,0,0,1,1,"neutral"
"16367",1,23,12,1,0,0,0,0,4843.17578125,0,1,1,"agree"
"16368",1,23,12,1,0,0,6269.3408203125,3039.9599609375,8484.2392578125,0,0,0,"no opinion"
"16369",0,20,12,1,0,0,0,0,0,0,1,1,"strongly agree"
"16370",1,18,12,1,0,0,0,0,2321.10693359375,0,1,1,"disagree"
"16371",0,18,12,1,0,0,0,1405.51196289062,0,0,1,0,"disagree"
"16372",0,18,12,1,0,0,700.833740234375,642.664489746094,14444.7099609375,0,0,0,"no opinion"
"16373",0,22,12,1,0,0,2590.6962890625,2158.05004882812,0,0,0,0,"agree"
"16374",1,22,12,1,0,0,0,0,18678.080078125,0,1,1,"strongly agree"
"16375",0,22,12,1,0,0,709.671447753906,532.253601074219,1333.44506835938,0,0,0,"neutral"
"16376",1,19,12,1,0,0,3042.10375976562,2534.07250976562,4551.978515625,0,0,0,"strongly agree"
"16377",1,21,12,1,0,0,-1149.37182482683,0,1254.58203125,0,1,1,"agree"
"16378",1,21,12,1,0,0,0,0,9983.7841796875,0,1,1,"no opinion"
"16379",0,21,12,1,0,0,449.047943115234,449.047943115234,0,0,0,0,"disagree"
"16380",0,20,12,1,0,0,6576.2861328125,4932.21484375,6086.96630859375,0,0,0,"disagree"
"16381",1,20,12,1,0,0,1265.39416503906,1160.36645507812,702.183898925781,0,0,0,"strongly disagree"
"16382",1,20,12,1,0,0,8113.89501953125,6085.42138671875,9750.66015625,0,0,0,"disagree"
"16383",0,20,12,1,0,0,0,591.815124511719,4159.9189453125,0,1,0,"no opinion"
"16384",1,20,12,1,0,0,9227.55859375,9227.55859375,0,0,0,0,"disagree"
"16385",1,20,12,1,0,0,0,377.568603515625,5119.64751779075,0,1,0,"strongly agree"
"16386",0,19,12,1,0,0,8417,2814.19506835938,1720.90698242188,0,0,0,"strongly agree"
"16387",1,19,11,0,1,1,5424.48486328125,5463.80322265625,6788.462890625,1,0,0,"strongly disagree"
"16388",0,19,12,1,0,0,0,0,0,0,1,1,"disagree"
"16389",1,40,11,1,0,1,0,0,23005.599609375,0,1,1,"disagree"
"16390",0,18,10,0,1,1,2308.07373046875,1922.62548828125,4768.3544921875,1,0,0,"strongly disagree"
"16391",0,27,12,0,0,0,2920.14233398438,2677.7705078125,17395.16796875,1,0,0,"strongly disagree"
"16392",1,20,6,0,1,1,10802.982421875,10802.982421875,4488.49462890625,1,0,0,"no opinion"
"16393",0,36,7,1,0,1,1752.08532714844,1606.66223144531,20780.6484375,0,0,0,"no opinion"
"16394",0,24,7,1,0,1,0,0,1455.68994140625,0,1,1,"strongly disagree"
"16395",0,21,8,1,0,1,879.26611328125,2237.20849609375,1764.10766601562,0,0,0,"no opinion"
"16396",0,35,11,1,0,1,0,0,0,0,1,1,"agree"
"16397",0,39,9,1,0,1,0,0,0,0,1,1,"neutral"
"16398",0,23,12,0,0,0,5721.69580078125,8960.68359375,7078.17822265625,1,0,0,"neutral"
"16399",1,18,12,0,0,0,584.027526855469,535.553283691406,1115.85961914062,1,0,0,"strongly agree"
"16400",0,29,9,1,0,1,9268.943359375,9160.693359375,0,0,0,0,"strongly disagree"
"16401",0,36,10,1,0,1,0,0,14690.349609375,0,1,1,"neutral"
"16402",1,33,8,1,0,1,0,0,289.789886474609,0,1,1,"strongly agree"
"16403",0,32,11,1,0,1,0,0,11120.5302734375,0,1,1,"disagree"
"16404",0,39,6,1,0,1,0,0,0,0,1,1,"strongly agree"
"16405",0,38,10,1,0,1,0,0,12429.91015625,0,1,1,"disagree"
"16406",0,38,8,1,0,1,0,0,0,0,1,1,"neutral"
"16407",0,37,10,1,0,1,8606.7431640625,8606.7431640625,0,0,0,0,"disagree"
"16408",0,20,10,1,0,1,690.192016601562,690.192016601562,10864.8759765625,0,0,0,"disagree"
"16409",0,36,10,1,0,1,0,0,0,0,1,1,"no opinion"
"16410",1,27,11,1,0,1,0,0,7506.14599609375,0,1,1,"disagree"
"16411",1,35,10.90610829044,1,0,1,0,0,4666.23583984375,0,1,1,"neutral"
"16412",0,35,10,1,0,1,9902.7626953125,9902.7626953125,9453.8271484375,0,0,0,"strongly disagree"
"16413",0,35,10,1,0,1,0,0,445.830902099609,0,1,1,"agree"
"16414",0,25,10,1,0,1,0,0,20942.240234375,0,1,1,"agree"
"16415",0,24,11,1,0,1,0,0,14626.3896484375,0,1,1,"agree"
"16416",1,30,11,1,0,1,0,0,0,0,1,1,"disagree"
"16417",0,20,9,0,0,1,0,0,8329.8232421875,1,1,1,"no opinion"
"16418",0,23,11,1,0,1,37849.0703125,29897.189453125,23483.451171875,0,0,0,"agree"
"16419",0,34,11,1,0,1,0,0,2920.19897460938,0,1,1,"disagree"
"16420",0,34,11,1,0,1,8912.484375,8912.484375,5611.8662109375,0,0,0,"neutral"
"16421",1,23,10,1,0,1,17131.466796875,15709.5556640625,5665.06640625,0,0,0,"strongly disagree"
"16422",1,25,8,1,0,1,37431.66015625,37431.66015625,2346.828125,0,0,0,"no opinion"
"16423",0,34,10,1,0,1,0,0,7952.5400390625,0,1,1,"no opinion"
"16424",0,30,8,1,0,1,0,1706.65698242188,0,0,1,0,"agree"
"16425",0,21,7,0,0,1,-2205.25694371334,0,0,1,1,1,"disagree"
"16426",0,34,9,1,0,1,5244.193359375,4368.4130859375,14051.15625,0,0,0,"no opinion"
"16427",1,20,9,1,0,1,6083.994140625,0,8881.6650390625,0,0,1,"disagree"
"16428",0,29,11,1,0,1,0,0,0,0,1,1,"agree"
"16429",0,33,11,1,0,1,0,0,0,0,1,1,"strongly disagree"
"16430",1,34,7.89065251933603,1,0,1,1143.359375,857.51953125,0,0,0,0,"neutral"
"16431",1,29,8,1,0,1,0,0,1923.93798828125,0,1,1,"strongly disagree"
"16432",0,28,10,1,0,1,10979.7138671875,10068.3974609375,0,0,0,0,"strongly disagree"
"16433",0,29,9,0,0,1,9594.3076171875,16341.16015625,16900.30078125,1,0,0,"disagree"
"16434",1,32,11,1,0,1,0,0,8472.158203125,0,1,1,"agree"
"16435",1,27,11,1,0,1,17075.033203125,14223.501953125,7661.97265625,0,0,0,"strongly agree"
"16436",1,32,10,1,0,1,2786.95874023438,2321.53662109375,179.021728515625,0,0,0,"strongly disagree"
"16437",0,32,10,1,0,1,0,0,0,0,1,1,"no opinion"
"16438",0,26,11,1,0,1,4699.962890625,1174.99096679688,6672.02099609375,0,0,0,"strongly agree"
"16439",0,27,11,1,0,1,3065.19409179688,766.298583984375,0,0,0,0,"strongly agree"
"16440",1,27,10,1,0,1,1001.14599609375,3550.07495117188,0,0,0,0,"strongly disagree"
"16441",1,34,11,0,0,1,5061.57861328125,4641.46728515625,2877.68212890625,1,0,0,"neutral"
"16442",0,26,10,1,0,1,0,0,3931.23803710938,0,1,1,"strongly agree"
"16443",0,32,8,1,0,1,0,0,7152.1318359375,0,1,1,"agree"
"16444",0,31,11,1,0,1,17711.880859375,1726.44494628906,0,0,0,0,"neutral"
"16445",0,31,11,1,0,1,7662.1689453125,6382.5869140625,0,0,0,0,"disagree"
"16446",1,21,11,0,0,1,21589.083984375,17983.70703125,15191.9111328125,1,0,0,"strongly disagree"
"16447",1,25,11,1,0,1,0,1481.41071057011,485.229797363281,0,1,1,"disagree"
"16448",0,31,10,1,0,1,0,0,0,0,1,1,"no opinion"
"16449",0,31,10,1,0,1,0,0,17014.58984375,0,1,1,"strongly agree"
"16450",0,31,10,1,0,1,0,520.4462890625,14527.8798828125,0,1,0,"strongly agree"
"16451",1,17,10,1,0,1,0,0,0,0,1,1,"strongly disagree"
"16452",1,30,11,1,0,1,1913.03369140625,1913.03369140625,0,0,0,0,"strongly disagree"
"16453",1,19,11,1,0,1,0,0,7458.10498046875,0,1,1,"no opinion"
"16454",0,31,8,1,0,1,5495.41455078125,4577.68017578125,6153.82958984375,0,0,0,"agree"
"16455",1,20,11,1,0,1,0,0,3972.5400390625,0,1,1,"neutral"
"16456",0,20,8,0,0,1,1350.30126953125,1124.80102539062,11731.197265625,1,0,0,"strongly disagree"
"16457",1,23,10,1,0,1,0,0,7693.39990234375,0,1,1,"agree"
"16458",0,24,9,1,0,1,2788.498046875,0,16461.5703125,0,0,1,"disagree"
"16459",1,18,10,1,0,1,0,798.907897949219,9737.154296875,0,1,0,"disagree"
"16460",0,18,10,1,0,1,1557.40856933594,1428.14367675781,11602.935546875,0,0,0,"strongly agree"
"16461",1,30,10,1,0,1,3140.23608398438,2615.81665039062,0,0,0,0,"disagree"
"16462",0,22,10,1,0,1,16486.171875,13732.98046875,10770.962890625,0,0,0,"strongly agree"
"16463",0,25,11,1,0,1,2622.09716796875,2455.0673828125,8764.1474609375,0,0,0,"strongly disagree"
"16464",1,20,10,1,0,1,6123.45654296875,5100.8388671875,13626.0439453125,0,0,0,"strongly agree"
"16465",0,20,10,1,0,1,0,0,2015.50305175781,0,1,1,"neutral"
"16466",0,25,11,1,0,1,0,0,0,0,1,1,"strongly agree"
"16467",1,25,11,1,0,1,0,0,0,0,1,1,"agree"
"16468",0,20,9,1,0,1,3311.802734375,2483.85205078125,0,0,0,0,"neutral"
"16469",0,29,11,1,0,1,3550.888671875,3256.16479492188,3290.29321289062,0,0,0,"agree"
"16470",0,24,11,1,0,1,0,0,0,0,1,1,"strongly disagree"
"16471",1,20,7,1,0,1,1884.1416015625,1569.48999023438,5518.0830078125,0,0,0,"disagree"
"16472",0,29,9,1,0,1,0,1203.82397460938,9378.6533203125,0,1,0,"strongly agree"
"16473",1,24,9,1,0,1,9154.7001953125,2288.67504882812,4849.55908203125,0,0,0,"disagree"
"16474",0,28,11,1,0,1,2431.94897460938,863.4794921875,0,0,0,0,"strongly agree"
"16475",0,28,11,1,0,1,0,0,5767.1328125,0,1,1,"disagree"
"16476",0,29,8,1,0,1,0,0,0,0,1,1,"strongly agree"
"16477",0,27,9,0,0,1,2129.015625,1596.76184082031,6723.4140625,1,0,0,"no opinion"
"16478",0,28,10,1,0,1,1471.29296875,367.823394775391,4858.89501953125,0,0,0,"strongly disagree"
"16479",0,28,10,1,0,1,6567.3291015625,6567.3291015625,5435.78662109375,0,0,0,"strongly disagree"
"16480",0,28,10,1,0,1,5377.65576171875,4479.5869140625,128.671997070312,0,0,0,"strongly agree"
"16481",0,23,11,1,0,1,6382.30908203125,580.790100097656,0,0,0,0,"neutral"
"16482",0,33,5,0,0,1,0,0,0,1,1,1,"no opinion"
"16483",0,23,10,1,0,1,0,0,0,0,1,1,"no opinion"
"16484",1,27,11,1,0,1,2206.93994140625,2666.27392578125,0,0,0,0,"strongly disagree"
"16485",1,27,11,1,0,1,0,0,0,0,1,1,"neutral"
"16486",1,27,11,1,0,1,0,0,549.298400878906,0,1,1,"strongly agree"
"16487",1,28,9,1,0,1,0,0,10694.2900390625,0,1,1,"strongly disagree"
"16488",0,28,9,1,0,1,0,0,0,0,1,1,"no opinion"
"16489",0,27,10,1,0,1,0,0,1135.46997070312,0,1,1,"disagree"
"16490",0,27,10,1,0,1,0,0,1184.88195800781,0,1,1,"strongly disagree"
"16491",1,28,8,1,0,1,1577.04797363281,1182.78601074219,7779.26318359375,0,0,0,"strongly agree"
"16492",0,28,8,1,0,1,11870.0908203125,10610.080078125,4623.18798828125,0,0,0,"strongly agree"
"16493",1,28,8,1,0,1,0,0,0,0,1,1,"neutral"
"16494",1,26,11,1,0,1,0,0,17230.9609375,0,1,1,"neutral"
"16495",0,26,11,1,0,1,0,0,7176.18701171875,0,1,1,"disagree"
"16496",1,31,9,0,0,1,0,0,26817.599609375,1,1,1,"strongly disagree"
"16497",0,27,9,1,0,1,2838.68774414062,2129.01586914062,0,0,0,0,"neutral"
"16498",1,27,9,1,0,1,3059.47290039062,2294.6044921875,2018.55590820312,0,0,0,"disagree"
"16499",1,27,9,1,0,1,0,0,0,0,1,1,"agree"
"16500",1,26,10,1,0,1,0,0,9265.7880859375,0,1,1,"agree"
"16501",1,26,10,1,0,1,25929.6796875,6788.9580078125,672.877319335938,0,0,0,"no opinion"
"16502",0,26,10,1,0,1,0,0,2169.02709960938,0,1,1,"neutral"
"16503",1,27,8,1,0,1,0,0,0,0,1,1,"neutral"
"16504",0,27,8,1,0,1,0,0,3783.65991210938,0,1,1,"strongly disagree"
"16505",0,20,11,0,0,1,0,0,6378.72021484375,1,1,1,"no opinion"
"16506",0,25,11,1,0,1,0,0,1264.23205566406,0,1,1,"neutral"
"16507",0,25,11,1,0,1,3649.7685546875,3649.7685546875,0,0,0,0,"strongly agree"
"16508",0,25,11,1,0,1,15209.990234375,3072.72607421875,284.658386230469,0,0,0,"disagree"
"16509",0,25,11,1,0,1,5281.2451171875,0,0,0,0,1,"neutral"
"16510",0,25,11,1,0,1,4672.2236328125,4284.42919921875,4116.7021484375,0,0,0,"strongly agree"
"16511",0,25,11,1,0,1,0,0,4196.375,0,1,1,"strongly disagree"
"16512",0,17,9,0,0,1,731.981567382812,671.22705078125,4209.57958984375,1,0,0,"strongly agree"
"16513",0,26,9,1,0,1,7584.57373046875,6955.05419921875,11856.875,0,0,0,"disagree"
"16514",0,20,11,1,0,1,1931.24499511719,3248.93701171875,6027.638671875,0,0,0,"neutral"
"16515",0,25,10,1,0,1,0,0,0,0,1,1,"disagree"
"16516",0,25,10,1,0,1,0,0,7367.0400390625,0,1,1,"strongly disagree"
"16517",0,25,10,1,0,1,0,0,289.789886474609,0,1,1,"agree"
"16518",1,25,10,1,0,1,0,0,0,0,1,1,"strongly agree"
"16519",1,24,11,1,0,1,0,0,1991.40002441406,0,1,1,"no opinion"
"16520",0,24,11,1,0,1,13627.26953125,13370.5751953125,19533.8828125,0,0,0,"strongly disagree"
"16521",1,24,11,1,0,1,0,0,995.7001953125,0,1,1,"no opinion"
"16522",0,17,11,1,0,1,0,0,8551.533203125,0,1,1,"disagree"
"16523",0,17,11,1,0,1,4080.72998046875,3796.02905273438,0,0,0,0,"no opinion"
"16524",0,17,11,1,0,1,989.267822265625,165.207702636719,4251.126953125,0,0,0,"strongly agree"
"16525",0,17,11,1,0,1,1261.50122070312,1156.79663085938,6365.03125,0,0,0,"neutral"
"16526",1,23,11,1,0,1,11946.119140625,8959.5888671875,1659.49975585938,0,0,0,"strongly agree"
"16527",1,23,11,1,0,1,0,0,0,0,1,1,"strongly disagree"
"16528",0,23,11,1,0,1,0,0,0,0,1,1,"agree"
"16529",1,23,11,1,0,1,2355.17846679688,1961.86364746094,3689.1259765625,0,0,0,"neutral"
"16530",0,23,11,1,0,1,0,0,5088.759765625,1,1,1,"strongly agree"
"16531",0,23,11,1,0,1,0,1896.02294921875,5573.546875,0,1,0,"agree"
"16532",0,23,11,1,0,1,0,0,0,0,1,1,"disagree"
"16533",0,24,10,1,0,1,0,0,0,0,1,1,"strongly agree"
"16534",0,24,10,1,1,1,1570.11804199219,1307.90832519531,0,0,0,0,"strongly disagree"
"16535",1,24,10,1,0,1,0,0,0,0,1,1,"strongly agree"
"16536",0,24,10,1,0,1,0,0,0,0,1,1,"disagree"
"16537",1,24,10,1,0,1,0,0,0,0,1,1,"strongly agree"
"16538",0,24,10,1,0,1,0,0,7618.63916015625,0,1,1,"no opinion"
"16539",0,18,11,1,0,1,1064.69897460938,645.272277832031,5497.5908203125,0,0,0,"strongly disagree"
"16540",0,18,8.94524708030738,1,0,1,1170.3271484375,1170.3271484375,604.228698730469,0,0,0,"no opinion"
"16541",0,18,11,1,0,1,0,0,0,0,1,1,"strongly agree"
"16542",1,18,11,1,0,1,1135.47473144531,851.606079101562,0,0,0,0,"neutral"
"16543",1,18,11,1,0,1,858.254272460938,214.563598632812,929.883911132812,0,0,0,"disagree"
"16544",1,18,11,1,0,1,0,0,0,0,1,1,"disagree"
"16545",0,18,11,1,0,1,2499.64111328125,2292.1708984375,4994.2265625,0,0,0,"agree"
"16546",0,18,8,0,0,1,0,0,10798.5595703125,1,1,1,"no opinion"
"16547",0,17,10,1,0,1,0,0,0,0,1,1,"agree"
"16548",1,17,10,1,0,1,0,0,10616.2627433164,0,1,1,"agree"
"16549",0,17,10,1,0,1,0,0,275.566101074219,0,1,1,"agree"
"16550",0,17,10,1,0,1,0,0,1143.38696289062,0,1,1,"agree"
"16551",1,17,10,1,0,1,188.414260864258,156.949081420898,10641.240234375,0,0,0,"agree"
"16552",1,17,10,1,0,1,0,0,0,0,1,1,"strongly disagree"
"16553",0,17,10,1,0,1,0,0,2189.42602539062,0,1,1,"strongly disagree"
"16554",1,17,10,1,0,1,0,0,16218.0400390625,0,1,1,"no opinion"
"16555",0,17,10,1,0,1,2072.5556640625,1726.43884277344,11061.615234375,0,0,0,"strongly agree"
"16556",1,17,10,1,0,1,1201.140625,1000.55010986328,1433.53125,0,0,0,"disagree"
"16557",1,17,10,1,0,1,934.445373535156,856.886413574219,3251.099609375,0,0,0,"agree"
"16558",0,17,10,1,0,1,0,664.568969726562,0,0,1,0,"agree"
"16559",0,22,11,1,0,1,7914.130859375,1321.66003417969,2639.2900390625,0,0,0,"neutral"
"16560",1,22,11,1,0,1,999.592840725414,0,6456.69677734375,0,1,1,"strongly agree"
"16561",0,22,11,1,0,1,8810.0673828125,6974.48388671875,3708.71899414062,0,0,0,"agree"
"16562",1,22,11,1,0,1,8125.35107421875,8774.791015625,18295.81640625,0,0,0,"no opinion"
"16563",1,22,11,1,0,1,661.8984375,606.960876464844,317.895172119141,0,0,0,"agree"
"16564",0,22,11,1,0,1,0,0,0,0,1,1,"no opinion"
"16565",0,22,11,1,0,1,3250.14624023438,2707.37182617188,100.699821472168,0,0,0,"agree"
"16566",0,19,11,1,0,1,0,0,0,0,1,1,"neutral"
"16567",0,19,11,1,0,1,0,0,0,0,1,1,"no opinion"
"16568",0,19,11,1,0,1,721.340576171875,2445.58911132812,9772.283203125,0,0,0,"strongly agree"
"16569",0,19,11,1,0,1,0,0,0,0,1,1,"neutral"
"16570",1,19,11,1,0,1,2102.50244140625,1927.99475097656,11965.8125,0,0,0,"strongly disagree"
"16571",0,19,11,1,0,1,1626.623046875,0,0,0,0,1,"agree"
"16572",0,19,11,1,0,1,11827.8388671875,8870.87890625,7396.29248046875,0,0,0,"neutral"
"16573",0,19,11,1,0,1,705.196350097656,705.196350097656,0,0,0,0,"no opinion"
"16574",1,19,11,1,0,1,709.671447753906,532.253601074219,0,0,0,0,"strongly agree"
"16575",1,19,11,1,0,1,210.250274658203,192.799499511719,661.1923828125,0,0,0,"no opinion"
"16576",1,19,11,1,0,1,6971.326171875,6409.02685546875,11648.69921875,0,0,0,"neutral"
"16577",1,21,11,1,0,1,2878.11303710938,2158.5849609375,0,0,0,0,"no opinion"
"16578",1,21,11,1,0,1,6374.677734375,5310.1064453125,7906.3408203125,0,0,0,"strongly disagree"
"16579",0,21,11,1,0,1,2483.85180664062,1862.88879394531,11630.6640625,0,0,0,"disagree"
"16580",0,21,11,1,0,1,0,0,1553.291015625,0,1,1,"strongly agree"
"16581",1,20,11,1,0,1,7008.33837890625,6426.646484375,16451.462890625,0,0,0,"no opinion"
"16582",1,20,11,1,0,1,16318.6201171875,1484.99401855469,6943.341796875,0,0,0,"agree"
"16583",0,20,11,1,0,1,8009.1640625,7666.875,7659.2177734375,0,0,0,"agree"
"16584",1,20,11,1,0,1,759.23583984375,696.21923828125,0,0,0,0,"strongly disagree"
"16585",0,20,11,1,0,1,3784.50219726562,3470.388671875,7896.70703125,0,0,0,"no opinion"
"16586",0,23,10,1,0,1,0,0,0,0,1,1,"strongly disagree"
"16587",0,23,10,1,0,1,0,0,0,0,1,1,"strongly disagree"
"16588",0,23,10,1,0,1,0,0,0,0,1,1,"no opinion"
"16589",1,23,10,1,0,1,2956.96557617188,2217.72436523438,0,0,0,0,"agree"
"16590",0,25,8,1,0,1,0,0,3515.92895507812,0,1,1,"neutral"
"16591",1,25,8,1,0,1,0,0,0,0,1,1,"no opinion"
"16592",0,27.8071994239727,10,1,0,1,0,604.153869628906,0,0,1,0,"strongly disagree"
"16593",0,20,8,1,0,1,0,0,0,0,1,1,"disagree"
"16594",0,24,9,1,0,1,1275.35620117188,1275.35620117188,8644.427734375,0,0,0,"strongly agree"
"16595",0,24,9,1,0,1,9662.669921875,9662.669921875,0,0,0,0,"disagree"
"16596",0,18,10,1,0,1,0,0,11048.080078125,0,1,1,"disagree"
"16597",0,18,10,1,0,1,0,0,781.224304199219,0,1,1,"disagree"
"16598",1,18,10,1,0,1,0,0,11163.169921875,0,1,1,"strongly agree"
"16599",1,18,10,1,0,1,763.12939453125,699.789611816406,480.527008056641,0,0,0,"strongly disagree"
"16600",0,18,10,1,0,1,960.426818847656,240.106704711914,2891.66796875,0,0,0,"strongly agree"
"16601",1,18,10,1,0,1,1495.11157226562,1371.01733398438,12064.4130859375,0,0,0,"disagree"
"16602",0,18,10,1,0,1,1791.01989746094,1642.365234375,0,0,0,0,"neutral"
"16603",0,18,10,1,0,1,1563.2490234375,0,9602.439453125,0,0,1,"agree"
"16604",0,18,10,1,0,1,2491.85400390625,2285.03002929688,3268.93823242188,0,0,0,"strongly disagree"
